text,label
"appearing first.
        We have tight control over the order of built-in converters, but
        plugins can register converters in any order. The registration's priority
        field reasserts some control over the order of converters.",human
"plugins can register converters in any order. The registration's priority
        field reasserts some control over the order of converters.
        Plugins can register converters with any priority, to appear before or
        after the built-ins. For example, a plugin with priority 9 will run",human
"Plugins can register converters with any priority, to appear before or
        after the built-ins. For example, a plugin with priority 9 will run
        before the PlainTextConverter, but after the built-in converters.
        """"""
        self._converters.insert(",human
"""""""
        self._converters.insert(
            0, ConverterRegistration(converter=converter, priority=priority)
        )",human
")
    def _get_stream_info_guesses(
        self, file_stream: BinaryIO, base_guess: StreamInfo
    ) -> List[StreamInfo]:",human
"self, file_stream: BinaryIO, base_guess: StreamInfo
    ) -> List[StreamInfo]:
        """"""
        Given a base guess, attempt to guess or expand on the stream info using the stream content (via magika).
        """"""",human
"Given a base guess, attempt to guess or expand on the stream info using the stream content (via magika).
        """"""
        guesses: List[StreamInfo] = []",human
enhanced_guess = base_guess.copy_and_update(),human
"if base_guess.mimetype is None and base_guess.extension is not None:
            _m, _ = mimetypes.guess_type(
                ""placeholder"" + base_guess.extension, strict=False",human
"_m, _ = mimetypes.guess_type(
                ""placeholder"" + base_guess.extension, strict=False
            )
            if _m is not None:
                enhanced_guess = enhanced_guess.copy_and_update(mimetype=_m)",human
"if _m is not None:
                enhanced_guess = enhanced_guess.copy_and_update(mimetype=_m)
        if base_guess.mimetype is not None and base_guess.extension is None:",human
"if base_guess.mimetype is not None and base_guess.extension is None:
            _e = mimetypes.guess_all_extensions(base_guess.mimetype, strict=False)
            if len(_e) > 0:
                enhanced_guess = enhanced_guess.copy_and_update(extension=_e[0])",human
"if len(_e) > 0:
                enhanced_guess = enhanced_guess.copy_and_update(extension=_e[0])
        cur_pos = file_stream.tell()",human
"cur_pos = file_stream.tell()
        try:
            result = self._magika.identify_stream(file_stream)
            if result.status == ""ok"" and result.prediction.output.label != ""unknown"":",human
"result = self._magika.identify_stream(file_stream)
            if result.status == ""ok"" and result.prediction.output.label != ""unknown"":
                charset = None
                if result.prediction.output.is_text:",human
"charset = None
                if result.prediction.output.is_text:
                    file_stream.seek(cur_pos)
                    stream_page = file_stream.read(4096)",human
"file_stream.seek(cur_pos)
                    stream_page = file_stream.read(4096)
                    charset_result = charset_normalizer.from_bytes(stream_page).best()
                    if charset_result is not None:",human
"if charset_result is not None:
                        charset = self._normalize_charset(charset_result.encoding)",human
"guessed_extension = None
                if len(result.prediction.output.extensions) > 0:
                    guessed_extension = ""."" + result.prediction.output.extensions[0]",human
"if len(result.prediction.output.extensions) > 0:
                    guessed_extension = ""."" + result.prediction.output.extensions[0]
                compatible = True",human
"compatible = True
                if (
                    base_guess.mimetype is not None
                    and base_guess.mimetype != result.prediction.output.mime_type",human
"base_guess.mimetype is not None
                    and base_guess.mimetype != result.prediction.output.mime_type
                ):
                    compatible = False",human
"compatible = False
                if (
                    base_guess.extension is not None
                    and base_guess.extension.lstrip(""."")",human
"base_guess.extension is not None
                    and base_guess.extension.lstrip(""."")
                    not in result.prediction.output.extensions
                ):
                    compatible = False",human
"):
                    compatible = False
                if (
                    base_guess.charset is not None",human
"if (
                    base_guess.charset is not None
                    and self._normalize_charset(base_guess.charset) != charset
                ):
                    compatible = False",human
"):
                    compatible = False
                if compatible:",human
"if compatible:
                    guesses.append(
                        StreamInfo(
                            mimetype=base_guess.mimetype",human
"StreamInfo(
                            mimetype=base_guess.mimetype
                            or result.prediction.output.mime_type,
                            extension=base_guess.extension or guessed_extension,
                            charset=base_guess.charset or charset,",human
"extension=base_guess.extension or guessed_extension,
                            charset=base_guess.charset or charset,
                            filename=base_guess.filename,
                            local_path=base_guess.local_path,
                            url=base_guess.url,",human
"local_path=base_guess.local_path,
                            url=base_guess.url,
                        )
                    )
                else:",human
")
                else:
                    guesses.append(enhanced_guess)
                    guesses.append(",human
"guesses.append(enhanced_guess)
                    guesses.append(
                        StreamInfo(
                            mimetype=result.prediction.output.mime_type,
                            extension=guessed_extension,",human
"mimetype=result.prediction.output.mime_type,
                            extension=guessed_extension,
                            charset=charset,
                            filename=base_guess.filename,
                            local_path=base_guess.local_path,",human
"filename=base_guess.filename,
                            local_path=base_guess.local_path,
                            url=base_guess.url,
                        )
                    )",human
")
                    )
            else:
                guesses.append(enhanced_guess)",human
"guesses.append(enhanced_guess)
        finally:
            file_stream.seek(cur_pos)",human
"file_stream.seek(cur_pos)
        return guesses
    def _normalize_charset(self, charset: str | None) -> str | None:",human
"def _normalize_charset(self, charset: str | None) -> str | None:
        """"""
        Normalize a charset string to a canonical form.
        """"""",human
"Normalize a charset string to a canonical form.
        """"""
        if charset is None:
            return None
        try:",human
"return None
        try:
            return codecs.lookup(charset).name
        except LookupError:
            return charset",human
"except LookupError:
            return charset",human
"import mimetypes
import os
import re
import sys",human
"import sys
import shutil
import traceback
import io",human
"import io
from dataclasses import dataclass
from importlib.metadata import entry_points
from typing import Any, List, Dict, Optional, Union, BinaryIO",human
"from typing import Any, List, Dict, Optional, Union, BinaryIO
from pathlib import Path
from urllib.parse import urlparse
from warnings import warn",human
"from warnings import warn
import requests
import magika
import charset_normalizer",human
"import charset_normalizer
import codecs
from ._stream_info import StreamInfo",human
"from ._stream_info import StreamInfo
from ._uri_utils import parse_data_uri, file_uri_to_path
from .converters import (",human
"from .converters import (
    PlainTextConverter,
    HtmlConverter,
    RssConverter,",human
"RssConverter,
    WikipediaConverter,
    YouTubeConverter,
    IpynbConverter,",human
"IpynbConverter,
    BingSerpConverter,
    PdfConverter,
    DocxConverter,",human
"DocxConverter,
    XlsxConverter,
    XlsConverter,
    PptxConverter,",human
"PptxConverter,
    ImageConverter,
    AudioConverter,
    OutlookMsgConverter,",human
"OutlookMsgConverter,
    ZipConverter,
    EpubConverter,
    DocumentIntelligenceConverter,",human
"DocumentIntelligenceConverter,
    CsvConverter,
)",human
"from ._base_converter import DocumentConverter, DocumentConverterResult
from ._exceptions import (",human
"from ._exceptions import (
    FileConversionException,
    UnsupportedFormatException,
    FailedConversionAttempt,",human
"PRIORITY_SPECIFIC_FILE_FORMAT = (
    0.0  # e.g., .docx, .pdf, .xlsx, Or specific pages, e.g., wikipedia",human
"0.0  # e.g., .docx, .pdf, .xlsx, Or specific pages, e.g., wikipedia
)
PRIORITY_GENERIC_FILE_FORMAT = (
    10.0  # Near catch-all converters for mimetypes like text/*, etc.",human
"10.0  # Near catch-all converters for mimetypes like text/*, etc.
)",human
"_plugins: Union[None, List[Any]] = None  # If None, plugins have not been loaded yet.",human
"global _plugins
    if _plugins is not None:",human
"if _plugins is not None:
        return _plugins",human
"_plugins = []
    for entry_point in entry_points(group=""markitdown.plugin""):
        try:",human
"try:
            _plugins.append(entry_point.load())
        except Exception:
            tb = traceback.format_exc()",human
"return _plugins
@dataclass(kw_only=True, frozen=True)",human
"@dataclass(kw_only=True, frozen=True)
class ConverterRegistration:
    """"""A registration of a converter with its priority and other metadata.""""""",human
"class MarkItDown:
    """"""(In preview) An extremely simple text-based document reader, suitable for LLM use.",human
"""""""(In preview) An extremely simple text-based document reader, suitable for LLM use.
    This reader will convert common file-types or webpages to Markdown.""""""
    def __init__(",human
"def __init__(
        self,
        *,
        enable_builtins: Union[None, bool] = None,",human
"enable_builtins: Union[None, bool] = None,
        enable_plugins: Union[None, bool] = None,
        **kwargs,
    ):",human
"):
        self._builtins_enabled = False
        self._plugins_enabled = False",human
"requests_session = kwargs.get(""requests_session"")
        if requests_session is None:
            self._requests_session = requests.Session()",human
"self._requests_session = requests.Session()
        else:
            self._requests_session = requests_session",human
self._magika = magika.Magika(),human
"self._llm_client: Any = None
        self._llm_model: Union[str | None] = None
        self._llm_prompt: Union[str | None] = None",human
self._converters: List[ConverterRegistration] = [],human
"if (
            enable_builtins is None or enable_builtins
        ):  # Default to True when not specified",human
"):  # Default to True when not specified
            self.enable_builtins(**kwargs)
        if enable_plugins:",human
"if enable_plugins:
            self.enable_plugins(**kwargs)
    def enable_builtins(self, **kwargs) -> None:",human
"def enable_builtins(self, **kwargs) -> None:
        """"""
        Enable and register built-in converters.
        Built-in converters are enabled by default.",human
"if not self._builtins_enabled:
            self._llm_client = kwargs.get(""llm_client"")
            self._llm_model = kwargs.get(""llm_model"")",human
"self._exiftool_path = os.getenv(""EXIFTOOL_PATH"")
            if self._exiftool_path is None:",human
"if self._exiftool_path is None:
                candidate = shutil.which(""exiftool"")
                if candidate:
                    candidate = os.path.abspath(candidate)",human
"candidate = os.path.abspath(candidate)
                    if any(
                        d == os.path.dirname(candidate)
                        for d in [",human
"for d in [
                            ""/usr/bin"",
                            ""/usr/local/bin"",
                            ""/opt"",",human
"""/opt"",
                            ""/opt/bin"",
                            ""/opt/local/bin"",
                            ""/opt/homebrew/bin"",",human
"""/opt/homebrew/bin"",
                            ""C:\\Windows\\System32"",
                            ""C:\\Program Files"",
                            ""C:\\Program Files (x86)"",",human
"self.register_converter(
                PlainTextConverter(), priority=PRIORITY_GENERIC_FILE_FORMAT",human
"PlainTextConverter(), priority=PRIORITY_GENERIC_FILE_FORMAT
            )
            self.register_converter(
                ZipConverter(markitdown=self), priority=PRIORITY_GENERIC_FILE_FORMAT",human
"ZipConverter(markitdown=self), priority=PRIORITY_GENERIC_FILE_FORMAT
            )
            self.register_converter(
                HtmlConverter(), priority=PRIORITY_GENERIC_FILE_FORMAT",human
"HtmlConverter(), priority=PRIORITY_GENERIC_FILE_FORMAT
            )
            self.register_converter(RssConverter())
            self.register_converter(WikipediaConverter())",human
"self.register_converter(WikipediaConverter())
            self.register_converter(YouTubeConverter())
            self.register_converter(BingSerpConverter())
            self.register_converter(DocxConverter())",human
"self.register_converter(DocxConverter())
            self.register_converter(XlsxConverter())
            self.register_converter(XlsConverter())
            self.register_converter(PptxConverter())",human
"self.register_converter(PptxConverter())
            self.register_converter(AudioConverter())
            self.register_converter(ImageConverter())
            self.register_converter(IpynbConverter())",human
"self.register_converter(IpynbConverter())
            self.register_converter(PdfConverter())
            self.register_converter(OutlookMsgConverter())
            self.register_converter(EpubConverter())",human
"self.register_converter(EpubConverter())
            self.register_converter(CsvConverter())",human
"docintel_endpoint = kwargs.get(""docintel_endpoint"")
            if docintel_endpoint is not None:
                docintel_args: Dict[str, Any] = {}",human
"docintel_args: Dict[str, Any] = {}
                docintel_args[""endpoint""] = docintel_endpoint
                docintel_credential = kwargs.get(""docintel_credential"")",human
"docintel_credential = kwargs.get(""docintel_credential"")
                if docintel_credential is not None:
                    docintel_args[""credential""] = docintel_credential",human
"docintel_args[""file_types""] = docintel_types
                docintel_version = kwargs.get(""docintel_api_version"")
                if docintel_version is not None:",human
"if docintel_version is not None:
                    docintel_args[""api_version""] = docintel_version
                self.register_converter(",human
"self.register_converter(
                    DocumentIntelligenceConverter(**docintel_args),
                )",human
"warn(""Built-in converters are already enabled."", RuntimeWarning)
    def enable_plugins(self, **kwargs) -> None:
        """"""",human
"""""""
        Enable and register converters provided by plugins.
        Plugins are disabled by default.
        This method should only be called once, if plugins were initially disabled.",human
"This method should only be called once, if plugins were initially disabled.
        """"""
        if not self._plugins_enabled:",human
"plugins = _load_plugins()
            assert plugins is not None
            for plugin in plugins:",human
"for plugin in plugins:
                try:
                    plugin.register_converters(self, **kwargs)
                except Exception:",human
"except Exception:
                    tb = traceback.format_exc()
                    warn(f""Plugin '{plugin}' failed to register converters:\n{tb}"")
            self._plugins_enabled = True",human
"self._plugins_enabled = True
        else:
            warn(""Plugins converters are already enabled."", RuntimeWarning)",human
"def convert(
        self,
        source: Union[str, requests.Response, Path, BinaryIO],",human
"source: Union[str, requests.Response, Path, BinaryIO],
        *,
        stream_info: Optional[StreamInfo] = None,
        **kwargs: Any,",human
"**kwargs: Any,
    ) -> DocumentConverterResult:  # TODO: deal with kwargs
        """"""
        Args:",human
"Args:
            - source: can be a path (str or Path), url, or a requests.response object
            - stream_info: optional stream info to use for the conversion. If None, infer from source
            - kwargs: additional arguments to pass to the converter",human
"- kwargs: additional arguments to pass to the converter
        """"""",human
"if isinstance(source, str):
            if (
                source.startswith(""http:"")",human
"source.startswith(""http:"")
                or source.startswith(""https:"")
                or source.startswith(""file:"")
                or source.startswith(""data:"")",human
"or source.startswith(""data:"")
            ):",human
"_kwargs = {k: v for k, v in kwargs.items()}
                if ""url"" in _kwargs:
                    _kwargs[""mock_url""] = _kwargs[""url""]",human
"_kwargs[""mock_url""] = _kwargs[""url""]
                    del _kwargs[""url""]
                return self.convert_uri(source, stream_info=stream_info, **_kwargs)",human
"return self.convert_uri(source, stream_info=stream_info, **_kwargs)
            else:
                return self.convert_local(source, stream_info=stream_info, **kwargs)",human
"elif isinstance(source, Path):
            return self.convert_local(source, stream_info=stream_info, **kwargs)",human
"elif isinstance(source, requests.Response):
            return self.convert_response(source, stream_info=stream_info, **kwargs)",human
"elif (
            hasattr(source, ""read"")
            and callable(source.read)",human
"and callable(source.read)
            and not isinstance(source, io.TextIOBase)
        ):
            return self.convert_stream(source, stream_info=stream_info, **kwargs)",human
"return self.convert_stream(source, stream_info=stream_info, **kwargs)
        else:
            raise TypeError(
                f""Invalid source type: {type(source)}. Expected str, requests.Response, BinaryIO.""",human
"f""Invalid source type: {type(source)}. Expected str, requests.Response, BinaryIO.""
            )
    def convert_local(",human
"def convert_local(
        self,
        path: Union[str, Path],
        *,",human
"*,
        stream_info: Optional[StreamInfo] = None,
        file_extension: Optional[str] = None,  # Deprecated -- use stream_info
        url: Optional[str] = None,  # Deprecated -- use stream_info",human
"url: Optional[str] = None,  # Deprecated -- use stream_info
        **kwargs: Any,
    ) -> DocumentConverterResult:
        if isinstance(path, Path):",human
"if isinstance(path, Path):
            path = str(path)",human
"base_guess = StreamInfo(
            local_path=path,
            extension=os.path.splitext(path)[1],",human
"base_guess = base_guess.copy_and_update(stream_info)
        if file_extension is not None:",human
"if url is not None:
            base_guess = base_guess.copy_and_update(url=url)",human
"with open(path, ""rb"") as fh:
            guesses = self._get_stream_info_guesses(
                file_stream=fh, base_guess=base_guess",human
"file_stream=fh, base_guess=base_guess
            )
            return self._convert(file_stream=fh, stream_info_guesses=guesses, **kwargs)",human
"def convert_stream(
        self,
        stream: BinaryIO,",human
"stream: BinaryIO,
        *,
        stream_info: Optional[StreamInfo] = None,
        file_extension: Optional[str] = None,  # Deprecated -- use stream_info",human
"file_extension: Optional[str] = None,  # Deprecated -- use stream_info
        url: Optional[str] = None,  # Deprecated -- use stream_info
        **kwargs: Any,
    ) -> DocumentConverterResult:",human
") -> DocumentConverterResult:
        guesses: List[StreamInfo] = []",human
"base_guess = None
        if stream_info is not None or file_extension is not None or url is not None:",human
"if stream_info is None:
                base_guess = StreamInfo()
            else:",human
"base_guess = base_guess.copy_and_update(extension=file_extension)
            if url is not None:",human
"if not stream.seekable():
            buffer = io.BytesIO()",human
"buffer = io.BytesIO()
            while True:
                chunk = stream.read(4096)
                if not chunk:",human
"if not chunk:
                    break
                buffer.write(chunk)
            buffer.seek(0)",human
"buffer.seek(0)
            stream = buffer",human
"guesses = self._get_stream_info_guesses(
            file_stream=stream, base_guess=base_guess or StreamInfo()
        )",human
")
        return self._convert(file_stream=stream, stream_info_guesses=guesses, **kwargs)
    def convert_url(",human
"def convert_url(
        self,
        url: str,
        *,",human
"*,
        stream_info: Optional[StreamInfo] = None,
        file_extension: Optional[str] = None,
        mock_url: Optional[str] = None,",human
"""""""Alias for convert_uri()""""""
        return self.convert_uri(
            url,",human
"url,
            stream_info=stream_info,
            file_extension=file_extension,
            mock_url=mock_url,",human
"mock_url=mock_url,
            **kwargs,
        )",human
"def convert_uri(
        self,
        uri: str,",human
"uri: str,
        *,
        stream_info: Optional[StreamInfo] = None,
        file_extension: Optional[str] = None,  # Deprecated -- use stream_info",human
"file_extension: Optional[str] = None,  # Deprecated -- use stream_info
        mock_url: Optional[
            str
        ] = None,  # Mock the request as if it came from a different URL",human
"uri = uri.strip()
        if uri.startswith(""file:""):",human
"if uri.startswith(""file:""):
            netloc, path = file_uri_to_path(uri)
            if netloc and netloc != ""localhost"":
                raise ValueError(",human
"raise ValueError(
                    f""Unsupported file URI: {uri}. Netloc must be empty or localhost.""
                )
            return self.convert_local(",human
"return self.convert_local(
                path,
                stream_info=stream_info,
                file_extension=file_extension,",human
"mimetype, attributes, data = parse_data_uri(uri)
            base_guess = StreamInfo(
                mimetype=mimetype,",human
"mimetype=mimetype,
                charset=attributes.get(""charset""),
            )
            if stream_info is not None:",human
"if stream_info is not None:
                base_guess = base_guess.copy_and_update(stream_info)
            return self.convert_stream(",human
"return self.convert_stream(
                io.BytesIO(data),
                stream_info=base_guess,
                file_extension=file_extension,",human
")
        elif uri.startswith(""http:"") or uri.startswith(""https:""):
            response = self._requests_session.get(uri, stream=True)",human
"response = self._requests_session.get(uri, stream=True)
            response.raise_for_status()
            return self.convert_response(
                response,",human
"response,
                stream_info=stream_info,
                file_extension=file_extension,
                url=mock_url,",human
"url=mock_url,
                **kwargs,
            )
        else:",human
")
    def convert_response(
        self,",human
"self,
        response: requests.Response,
        *,
        stream_info: Optional[StreamInfo] = None,",human
"stream_info: Optional[StreamInfo] = None,
        file_extension: Optional[str] = None,  # Deprecated -- use stream_info
        url: Optional[str] = None,  # Deprecated -- use stream_info
        **kwargs: Any,",human
"**kwargs: Any,
    ) -> DocumentConverterResult:
        mimetype: Optional[str] = None",human
"mimetype: Optional[str] = None
        charset: Optional[str] = None
        if ""content-type"" in response.headers:",human
"if ""content-type"" in response.headers:
            parts = response.headers[""content-type""].split("";"")
            mimetype = parts.pop(0).strip()
            for part in parts:",human
"for part in parts:
                if part.strip().startswith(""charset=""):
                    _charset = part.split(""="")[1].strip()
                    if len(_charset) > 0:",human
"if len(_charset) > 0:
                        charset = _charset",human
"filename: Optional[str] = None
        extension: Optional[str] = None
        if ""content-disposition"" in response.headers:",human
"if ""content-disposition"" in response.headers:
            m = re.search(r""filename=([^;]+)"", response.headers[""content-disposition""])
            if m:
                filename = m.group(1).strip(""\""'"")",human
"extension = _extension
        if filename is None:",human
"if filename is None:
            parsed_url = urlparse(response.url)
            _, _extension = os.path.splitext(parsed_url.path)
            if len(_extension) > 0:  # Looks like this might be a file!",human
"base_guess = StreamInfo(
            mimetype=mimetype,",human
"mimetype=mimetype,
            charset=charset,
            filename=filename,
            extension=extension,",human
"base_guess = base_guess.copy_and_update(url=url)
        buffer = io.BytesIO()",human
"buffer.seek(0)
        guesses = self._get_stream_info_guesses(",human
"return self._convert(file_stream=buffer, stream_info_guesses=guesses, **kwargs)
    def _convert(
        self, *, file_stream: BinaryIO, stream_info_guesses: List[StreamInfo], **kwargs",human
"cur_pos = file_stream.tell()
        for stream_info in stream_info_guesses + [StreamInfo()]:",human
"for stream_info in stream_info_guesses + [StreamInfo()]:
            for converter_registration in sorted_registrations:
                converter = converter_registration.converter",human
"_kwargs[""_parent_converters""] = self._converters
                if stream_info is not None:",human
"if stream_info is not None:
                    if stream_info.extension is not None:
                        _kwargs[""file_extension""] = stream_info.extension",human
"_accepts = False
                try:",human
"if _accepts:
                    try:",human
"try:
                        res = converter.convert(file_stream, stream_info, **_kwargs)
                    except Exception:
                        failed_attempts.append(",human
"failed_attempts.append(
                            FailedConversionAttempt(
                                converter=converter, exc_info=sys.exc_info()
                            )",human
"file_stream.seek(cur_pos)
                if res is not None:",human
"res.text_content = ""\n"".join(
                        [line.rstrip() for line in re.split(r""\r?\n"", res.text_content)]
                    )",human
"raise FileConversionException(attempts=failed_attempts)
        raise UnsupportedFormatException(",human
"raise UnsupportedFormatException(
            ""Could not convert stream to Markdown. No converter attempted a conversion, suggesting that the filetype is simply not supported.""
        )",human
"def register_page_converter(self, converter: DocumentConverter) -> None:
        """"""DEPRECATED: User register_converter instead.""""""
        warn(",human
"warn(
            ""register_page_converter is deprecated. Use register_converter instead."",
            DeprecationWarning,
        )",human
")
        self.register_converter(converter)
    def register_converter(",human
"def register_converter(
        self,
        converter: DocumentConverter,
        *,",human
"*,
        priority: float = PRIORITY_SPECIFIC_FILE_FORMAT,
    ) -> None:
        """"""",human
"""""""
        Register a DocumentConverter with a given priority.
        Priorities work as follows: By default, most converters get priority",human
"Priorities work as follows: By default, most converters get priority
        DocumentConverter.PRIORITY_SPECIFIC_FILE_FORMAT (== 0). The exception
        is the PlainTextConverter, HtmlConverter, and ZipConverter, which get
        priority PRIORITY_SPECIFIC_FILE_FORMAT (== 10), with lower values",human
"priority PRIORITY_SPECIFIC_FILE_FORMAT (== 10), with lower values
        being tried first (i.e., higher priority).
        Just prior to conversion, the converters are sorted by priority, using",human
"appearing first.
        We have tight control over the order of built-in converters, but
        plugins can register converters in any order. The registration's priority",human
"plugins can register converters in any order. The registration's priority
        field reasserts some control over the order of converters.
        Plugins can register converters with any priority, to appear before or",human
"Plugins can register converters with any priority, to appear before or
        after the built-ins. For example, a plugin with priority 9 will run
        before the PlainTextConverter, but after the built-in converters.
        """"""",human
")
    def _get_stream_info_guesses(
        self, file_stream: BinaryIO, base_guess: StreamInfo",human
"self, file_stream: BinaryIO, base_guess: StreamInfo
    ) -> List[StreamInfo]:
        """"""
        Given a base guess, attempt to guess or expand on the stream info using the stream content (via magika).",human
"if base_guess.mimetype is None and base_guess.extension is not None:
            _m, _ = mimetypes.guess_type(",human
"_m, _ = mimetypes.guess_type(
                ""placeholder"" + base_guess.extension, strict=False
            )
            if _m is not None:",human
"if _m is not None:
                enhanced_guess = enhanced_guess.copy_and_update(mimetype=_m)",human
"if base_guess.mimetype is not None and base_guess.extension is None:
            _e = mimetypes.guess_all_extensions(base_guess.mimetype, strict=False)
            if len(_e) > 0:",human
"if len(_e) > 0:
                enhanced_guess = enhanced_guess.copy_and_update(extension=_e[0])",human
"cur_pos = file_stream.tell()
        try:
            result = self._magika.identify_stream(file_stream)",human
"result = self._magika.identify_stream(file_stream)
            if result.status == ""ok"" and result.prediction.output.label != ""unknown"":
                charset = None",human
"charset = None
                if result.prediction.output.is_text:
                    file_stream.seek(cur_pos)",human
"file_stream.seek(cur_pos)
                    stream_page = file_stream.read(4096)
                    charset_result = charset_normalizer.from_bytes(stream_page).best()",human
"guessed_extension = None
                if len(result.prediction.output.extensions) > 0:",human
"if len(result.prediction.output.extensions) > 0:
                    guessed_extension = ""."" + result.prediction.output.extensions[0]",human
"compatible = True
                if (
                    base_guess.mimetype is not None",human
"compatible = False
                if (
                    base_guess.extension is not None",human
"base_guess.extension is not None
                    and base_guess.extension.lstrip(""."")
                    not in result.prediction.output.extensions
                ):",human
"):
                    compatible = False
                if (",human
"if (
                    base_guess.charset is not None
                    and self._normalize_charset(base_guess.charset) != charset
                ):",human
"if compatible:
                    guesses.append(
                        StreamInfo(",human
"StreamInfo(
                            mimetype=base_guess.mimetype
                            or result.prediction.output.mime_type,
                            extension=base_guess.extension or guessed_extension,",human
"extension=base_guess.extension or guessed_extension,
                            charset=base_guess.charset or charset,
                            filename=base_guess.filename,
                            local_path=base_guess.local_path,",human
"local_path=base_guess.local_path,
                            url=base_guess.url,
                        )
                    )",human
")
                else:
                    guesses.append(enhanced_guess)",human
"guesses.append(enhanced_guess)
                    guesses.append(
                        StreamInfo(
                            mimetype=result.prediction.output.mime_type,",human
"mimetype=result.prediction.output.mime_type,
                            extension=guessed_extension,
                            charset=charset,
                            filename=base_guess.filename,",human
"filename=base_guess.filename,
                            local_path=base_guess.local_path,
                            url=base_guess.url,
                        )",human
")
                    )
            else:",human
"file_stream.seek(cur_pos)
        return guesses",human
"def _normalize_charset(self, charset: str | None) -> str | None:
        """"""
        Normalize a charset string to a canonical form.",human
"Normalize a charset string to a canonical form.
        """"""
        if charset is None:
            return None",human
"return None
        try:
            return codecs.lookup(charset).name
        except LookupError:",human
"class StreamInfo:
    """"""The StreamInfo class is used to store information about a file stream.
    All fields can be None, and will depend on how the stream was opened.
    """"""

    mimetype: Optional[str] = None
    extension: Optional[str] = None
    charset: Optional[str] = None
    filename: Optional[
        str
    ] = None  # From local path, url, or Content-Disposition header
    local_path: Optional[str] = None  # If read from disk
    url: Optional[str] = None  # If read from url

    def copy_and_update(self, *args, **kwargs):
        """"""Copy the StreamInfo object and update it with the given StreamInfo
        instance and/or other keyword arguments.""""""
        new_info = asdict(self)

        for si in args:
            assert isinstance(si, StreamInfo)
            new_info.update({k: v for k, v in asdict(si).items() if v is not None})

        if len(kwargs) > 0:
            new_info.update(kwargs)

        return StreamInfo(**new_info)",human
"def copy_and_update(self, *args, **kwargs):
        """"""Copy the StreamInfo object and update it with the given StreamInfo
        instance and/or other keyword arguments.""""""
        new_info = asdict(self)

        for si in args:
            assert isinstance(si, StreamInfo)
            new_info.update({k: v for k, v in asdict(si).items() if v is not None})

        if len(kwargs) > 0:
            new_info.update(kwargs)

        return StreamInfo(**new_info)",human
"from dataclasses import dataclass, asdict
from typing import Optional


@dataclass(kw_only=True, frozen=True)",human
"from dataclasses import dataclass, asdict
from typing import Optional
@dataclass(kw_only=True, frozen=True)",human
"@dataclass(kw_only=True, frozen=True)
class StreamInfo:
    """"""The StreamInfo class is used to store information about a file stream.
    All fields can be None, and will depend on how the stream was opened.",human
"""""""The StreamInfo class is used to store information about a file stream.
    All fields can be None, and will depend on how the stream was opened.
    """"""
    mimetype: Optional[str] = None",human
"mimetype: Optional[str] = None
    extension: Optional[str] = None
    charset: Optional[str] = None
    filename: Optional[",human
"charset: Optional[str] = None
    filename: Optional[
        str
    ] = None  # From local path, url, or Content-Disposition header
    local_path: Optional[str] = None  # If read from disk",human
"] = None  # From local path, url, or Content-Disposition header
    local_path: Optional[str] = None  # If read from disk
    url: Optional[str] = None  # If read from url
    def copy_and_update(self, *args, **kwargs):",human
"def copy_and_update(self, *args, **kwargs):
        """"""Copy the StreamInfo object and update it with the given StreamInfo
        instance and/or other keyword arguments.""""""
        new_info = asdict(self)",human
"instance and/or other keyword arguments.""""""
        new_info = asdict(self)
        for si in args:
            assert isinstance(si, StreamInfo)",human
"for si in args:
            assert isinstance(si, StreamInfo)
            new_info.update({k: v for k, v in asdict(si).items() if v is not None})
        if len(kwargs) > 0:",human
"if len(kwargs) > 0:
            new_info.update(kwargs)
        return StreamInfo(**new_info)",human
"from dataclasses import dataclass, asdict
from typing import Optional",human
"@dataclass(kw_only=True, frozen=True)
class StreamInfo:
    """"""The StreamInfo class is used to store information about a file stream.",human
"""""""The StreamInfo class is used to store information about a file stream.
    All fields can be None, and will depend on how the stream was opened.
    """"""",human
"mimetype: Optional[str] = None
    extension: Optional[str] = None
    charset: Optional[str] = None",human
"charset: Optional[str] = None
    filename: Optional[
        str
    ] = None  # From local path, url, or Content-Disposition header",human
"] = None  # From local path, url, or Content-Disposition header
    local_path: Optional[str] = None  # If read from disk
    url: Optional[str] = None  # If read from url",human
"def copy_and_update(self, *args, **kwargs):
        """"""Copy the StreamInfo object and update it with the given StreamInfo
        instance and/or other keyword arguments.""""""",human
"instance and/or other keyword arguments.""""""
        new_info = asdict(self)
        for si in args:",human
"for si in args:
            assert isinstance(si, StreamInfo)
            new_info.update({k: v for k, v in asdict(si).items() if v is not None})",human
"if len(kwargs) > 0:
            new_info.update(kwargs)",human
"def file_uri_to_path(file_uri: str) -> Tuple[str | None, str]:
    """"""Convert a file URI to a local file path""""""
    parsed = urlparse(file_uri)
    if parsed.scheme != ""file"":
        raise ValueError(f""Not a file URL: {file_uri}"")

    netloc = parsed.netloc if parsed.netloc else None
    path = os.path.abspath(url2pathname(parsed.path))
    return netloc, path",human
